"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X050","2019-07-30 00:00:00","25.000","94.000","0.500","26.800","0.960","1005.000","-99.000","2.000","-99.000","-99.000","-99.000","36.100","","24.500",""
"CM0100","2019-07-30 00:00:00","25.000","269.000","0.700","28.400","0.860","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.000",""
"C0AC70","2019-07-30 00:00:00","71.000","0.000","0.000","29.300","0.740","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","26.900",""
"CM0130","2019-07-30 00:00:00","11.000","90.000","1.300","29.400","0.790","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","27.500",""
"C0W110","2019-07-30 00:00:00","16.000","355.000","4.500","-99.000","-99.000","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X120","2019-07-30 00:00:00","28.000","128.000","1.000","28.900","0.990","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.800",""
"C0R100","2019-07-30 00:00:00","1006.000","233.000","1.300","20.900","0.810","902.000","-99.000","0.500","-99.000","-99.000","-99.000","28.800","","19.600",""
"C0C700","2019-07-30 00:00:00","151.000","301.000","0.900","28.600","0.840","992.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.700",""
"C0W130","2019-07-30 00:00:00","18.000","314.000","2.200","27.300","0.890","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.200",""
"C0F9R0","2019-07-30 00:00:00","20.000","0.000","0.000","28.700","1.000","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.500",""
"C0G780","2019-07-30 00:00:00","27.000","231.000","1.000","29.100","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.500",""
"C0C590","2019-07-30 00:00:00","72.000","280.000","1.100","27.700","0.920","1000.200","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","26.100",""
"C0I520","2019-07-30 00:00:00","3860.000","-99.000","-99.000","4.200","0.840","644.200","-99.000","-99.000","-99.000","-99.000","-99.000","14.000","","4.100",""
"C0E530","2019-07-30 00:00:00","341.000","0.000","0.000","25.400","0.960","970.700","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","22.800",""
"C0M790","2019-07-30 00:00:00","15.000","0.000","0.000","29.100","0.740","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","25.900",""
"C0R130","2019-07-30 00:00:00","1040.000","63.000","1.200","23.000","0.660","896.000","-99.000","0.000","6.900","57.000","","28.100","","21.400",""
"C0AH30","2019-07-30 00:00:00","755.000","196.000","3.200","23.400","0.990","926.300","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","21.600",""
"C0X170","2019-07-30 00:00:00","50.000","98.000","0.600","28.100","0.860","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","25.600",""
"C0K291","2019-07-30 00:00:00","8.000","83.000","0.700","28.700","0.840","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.200",""
"C0D480","2019-07-30 00:00:00","223.000","0.000","0.000","25.300","0.970","983.400","-99.000","0.500","-99.000","-99.000","-99.000","32.400","","22.700",""
"C0F0C0","2019-07-30 00:00:00","983.000","0.000","0.000","22.600","0.890","902.800","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","19.700",""
"C0U860","2019-07-30 00:00:00","5.000","164.000","6.100","29.400","0.860","1009.500","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.700",""
"C0UA50","2019-07-30 00:00:00","808.000","115.000","1.700","22.800","0.990","921.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","21.300",""
"C0T960","2019-07-30 00:00:00","120.000","0.000","0.100","25.200","0.990","997.700","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","23.500",""
"C0SA80","2019-07-30 00:00:00","136.000","222.000","0.300","23.300","0.990","996.300","-99.000","45.500","-99.000","-99.000","-99.000","31.200","","23.300",""
"C0E780","2019-07-30 00:00:00","160.000","164.000","0.300","27.000","0.930","990.800","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","23.800",""
"C0F9X0","2019-07-30 00:00:00","166.000","201.000","1.700","27.900","0.880","990.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.300",""
"C0F0D0","2019-07-30 00:00:00","3171.000","102.000","1.200","10.700","0.600","700.600","-99.000","0.000","-99.000","-99.000","-99.000","19.900","","10.400",""
"C0S730","2019-07-30 00:00:00","110.000","130.000","0.900","26.700","0.890","998.600","-99.000","20.500","-99.000","-99.000","-99.000","31.400","","25.000",""
"C0T790","2019-07-30 00:00:00","2830.000","121.000","2.800","11.200","0.750","729.500","-99.000","0.000","-99.000","-99.000","-99.000","20.900","","9.300",""
"C0M830","2019-07-30 00:00:00","540.000","341.000","0.500","23.500","0.990","951.400","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","21.300",""
"C0V750","2019-07-30 00:00:00","50.000","217.000","1.400","29.100","1.000","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.400",""
"C0K530","2019-07-30 00:00:00","12.000","99.000","0.500","29.100","0.800","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.000",""
"C0D560","2019-07-30 00:00:00","147.000","0.000","0.200","27.700","0.880","993.000","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","24.400",""
"C0M780","2019-07-30 00:00:00","30.000","109.000","0.500","28.300","0.910","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","36.100","","25.400",""
"C0V360","2019-07-30 00:00:00","94.000","0.000","0.200","24.700","0.970","998.800","-99.000","0.500","-99.000","-99.000","-99.000","34.800","","23.800",""
"C0K510","2019-07-30 00:00:00","10.000","147.000","0.300","29.200","0.790","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","26.000",""
"C0R380","2019-07-30 00:00:00","2.000","0.000","0.100","25.100","-99.000","1009.100","-99.000","2.000","-99.000","-99.000","-99.000","35.600","","25.100",""
"C0D650","2019-07-30 00:00:00","97.000","321.000","1.000","28.400","0.890","998.400","-99.000","0.500","-99.000","-99.000","-99.000","31.400","","25.500",""
"C0V630","2019-07-30 00:00:00","19.000","89.000","1.000","29.000","0.800","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.400",""
"C0U910","2019-07-30 00:00:00","17.000","263.000","0.800","28.300","0.780","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.000",""
"C0U600","2019-07-30 00:00:00","10.000","30.000","0.700","28.900","0.860","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.700",""
"C0G820","2019-07-30 00:00:00","29.000","0.000","0.000","27.600","1.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","25.200",""
"C0R590","2019-07-30 00:00:00","72.000","154.000","1.400","27.700","0.950","1001.100","-99.000","1.000","-99.000","-99.000","-99.000","33.600","","25.100",""
"C0A9E0","2019-07-30 00:00:00","26.000","48.000","0.900","30.300","0.680","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.800",""
"C0R480","2019-07-30 00:00:00","57.000","180.000","0.300","27.800","0.880","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.100",""
"C0X300","2019-07-30 00:00:00","70.000","29.000","0.300","25.500","0.960","1000.900","-99.000","8.500","-99.000","-99.000","-99.000","34.600","","24.000",""
"C0U970","2019-07-30 00:00:00","7.000","165.000","3.900","29.100","0.790","1009.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.100",""
"C0M750","2019-07-30 00:00:00","10.000","60.000","1.000","29.200","0.820","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.700",""
"C0I110","2019-07-30 00:00:00","161.000","54.000","0.800","26.500","0.990","991.600","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","24.100",""
"C0V370","2019-07-30 00:00:00","74.000","55.000","0.700","25.700","1.000","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","24.300",""
"C0C690","2019-07-30 00:00:00","242.000","321.000","0.900","27.300","0.830","982.300","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.900",""
"C0A540","2019-07-30 00:00:00","401.000","0.000","0.000","25.700","0.910","961.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","23.100",""
"C0H950","2019-07-30 00:00:00","192.000","0.000","0.000","25.600","0.990","988.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","23.000",""
"C0G890","2019-07-30 00:00:00","24.000","242.000","1.000","29.500","0.930","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","27.100",""
"C0G720","2019-07-30 00:00:00","50.000","134.000","0.700","28.400","0.850","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.400",""
"C0UA40","2019-07-30 00:00:00","1121.000","200.000","5.900","21.000","0.930","889.000","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","20.000",""
"C0V400","2019-07-30 00:00:00","56.000","155.000","1.300","27.500","0.880","1002.200","-99.000","1.000","-99.000","-99.000","-99.000","33.800","","25.600",""
"C0X130","2019-07-30 00:00:00","27.000","0.000","0.000","28.400","0.930","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","35.600","","25.700",""
"C0A520","2019-07-30 00:00:00","48.000","262.000","0.400","28.600","0.900","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","26.200",""
"C0U870","2019-07-30 00:00:00","474.000","20.000","0.400","24.700","0.880","958.200","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.100",""
"C0S690","2019-07-30 00:00:00","522.000","22.000","1.100","23.600","0.980","953.500","-99.000","7.500","-99.000","-99.000","-99.000","36.200","","21.700",""
"C0R150","2019-07-30 00:00:00","105.000","79.000","0.300","26.700","0.990","996.400","-99.000","0.000","-99.000","-99.000","-99.000","36.000","","24.600",""
"C0K560","2019-07-30 00:00:00","117.000","0.000","0.000","25.900","0.950","996.600","-99.000","0.500","-99.000","-99.000","-99.000","35.200","","24.000",""
"C0X100","2019-07-30 00:00:00","10.000","82.000","1.400","30.100","0.810","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","27.600",""
"C0K460","2019-07-30 00:00:00","60.000","95.000","0.600","27.900","0.900","1001.300","-99.000","0.500","-99.000","-99.000","-99.000","33.400","","25.600",""
"C0M740","2019-07-30 00:00:00","15.000","0.000","0.000","28.600","0.870","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","34.700","","25.600",""
"C0SA10","2019-07-30 00:00:00","411.000","352.000","0.500","24.600","0.970","965.900","-99.000","1.000","-99.000","-99.000","-99.000","31.900","","23.100",""
"C0C660","2019-07-30 00:00:00","176.000","308.000","1.000","27.200","0.900","989.700","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.800",""
"C0R620","2019-07-30 00:00:00","34.000","59.000","2.000","27.200","0.920","1006.500","-99.000","31.000","-99.000","-99.000","-99.000","31.100","","25.400",""
"C0F0B0","2019-07-30 00:00:00","311.000","213.000","0.400","26.000","0.960","974.500","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","22.600",""
"C0O970","2019-07-30 00:00:00","71.000","99.000","0.700","25.300","1.000","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","24.100",""
"C0F9P0","2019-07-30 00:00:00","26.000","0.000","0.000","29.200","0.900","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.300",""
"C0R560","2019-07-30 00:00:00","22.000","100.000","1.200","29.000","0.800","1006.900","-99.000","0.500","-99.000","-99.000","-99.000","34.700","","26.000",""
"C0X220","2019-07-30 00:00:00","26.000","302.000","0.900","28.700","0.850","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.300",""
"C0M680","2019-07-30 00:00:00","37.000","0.000","0.000","28.500","0.870","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","25.500",""
"C0S710","2019-07-30 00:00:00","382.000","290.000","0.600","24.500","0.840","969.800","-99.000","1.000","-99.000","-99.000","-99.000","31.000","","22.500",""
"C0F9T0","2019-07-30 00:00:00","111.000","262.000","0.700","29.400","0.800","996.500","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.600",""
"C0F9N0","2019-07-30 00:00:00","75.000","113.000","1.200","28.800","0.840","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","26.200",""
"C0G740","2019-07-30 00:00:00","24.000","0.000","0.000","28.800","0.820","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","26.100",""
"C0UA70","2019-07-30 00:00:00","547.000","176.000","3.400","24.800","0.990","950.100","-99.000","0.000","8.800","150.000","","25.400","","23.000",""
"C0AC60","2019-07-30 00:00:00","55.000","204.000","1.000","28.000","0.940","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.500",""
"C0R510","2019-07-30 00:00:00","31.000","154.000","1.000","29.200","0.810","1005.900","-99.000","0.500","-99.000","-99.000","-99.000","35.000","","26.100",""
"C0X060","2019-07-30 00:00:00","19.000","133.000","1.000","27.600","0.920","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.300",""
"C0C630","2019-07-30 00:00:00","209.000","202.000","0.900","27.500","0.850","985.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.700",""
"C0D550","2019-07-30 00:00:00","1956.000","0.000","0.000","17.300","0.770","812.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","15.300",""
"C0T9E0","2019-07-30 00:00:00","415.000","0.000","0.000","24.200","0.910","966.100","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","23.300",""
"C0U960","2019-07-30 00:00:00","1885.000","229.000","1.300","15.700","0.970","815.200","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","14.500",""
"C0R240","2019-07-30 00:00:00","87.000","81.000","0.800","26.500","0.990","999.100","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","24.800",""
"C0AD30","2019-07-30 00:00:00","20.000","49.000","1.700","30.700","0.670","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","28.400",""
"C0D430","2019-07-30 00:00:00","87.000","0.000","0.000","25.900","0.990","998.200","-99.000","0.500","-99.000","-99.000","-99.000","33.100","","25.900",""
"C0X210","2019-07-30 00:00:00","38.000","109.000","0.500","26.700","0.970","1002.900","-99.000","0.500","-99.000","-99.000","-99.000","34.600","","24.600",""
"C0AH10","2019-07-30 00:00:00","30.000","170.000","0.800","30.000","0.740","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","27.500",""
"C0O960","2019-07-30 00:00:00","112.000","108.000","1.200","26.100","0.910","996.500","-99.000","0.500","-99.000","-99.000","-99.000","32.200","","24.600",""
"C0R360","2019-07-30 00:00:00","20.000","53.000","1.800","26.600","-99.000","1007.900","-99.000","14.500","-99.000","-99.000","-99.000","32.000","","25.100",""
"C0UA10","2019-07-30 00:00:00","1711.000","325.000","0.800","15.900","1.000","833.100","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","15.800",""
"C0M640","2019-07-30 00:00:00","155.000","119.000","0.900","26.500","0.920","991.500","-99.000","12.500","-99.000","-99.000","-99.000","33.600","","24.500",""
"C0S660","2019-07-30 00:00:00","794.000","196.000","1.200","20.400","0.890","926.500","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","20.400",""
"C0AD40","2019-07-30 00:00:00","32.000","0.000","0.200","27.400","0.890","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.000",""
"C0UA00","2019-07-30 00:00:00","392.000","0.000","0.000","26.100","0.990","967.000","-99.000","0.000","-99.000","-99.000","-99.000","35.500","","22.300",""
"C0I080","2019-07-30 00:00:00","536.000","0.000","0.200","24.200","0.900","953.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","21.600",""
"C0A560","2019-07-30 00:00:00","405.000","0.000","0.000","24.100","0.990","964.200","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","21.400",""
"C0UA30","2019-07-30 00:00:00","1397.000","0.000","0.100","19.900","0.990","861.200","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","18.200",""
"C0Z270","2019-07-30 00:00:00","343.000","0.000","0.000","25.500","0.870","973.400","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.800",""
"C0G750","2019-07-30 00:00:00","31.000","0.000","0.000","28.200","0.860","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.800",""
"C0A550","2019-07-30 00:00:00","422.000","119.000","0.500","25.800","0.990","963.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","23.600",""
"C0G830","2019-07-30 00:00:00","27.000","0.000","0.000","28.700","0.910","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.900",""
"C0E810","2019-07-30 00:00:00","53.000","111.000","0.300","26.300","0.980","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","23.700",""
"C0R640","2019-07-30 00:00:00","21.000","131.000","1.900","29.500","0.780","1007.300","-99.000","0.500","-99.000","-99.000","-99.000","33.600","","26.600",""
"C0D580","2019-07-30 00:00:00","120.000","0.000","0.000","25.700","0.980","995.300","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","22.700",""
"C0M660","2019-07-30 00:00:00","40.000","0.000","0.200","27.900","0.930","1005.000","-99.000","5.500","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0K330","2019-07-30 00:00:00","38.000","0.000","0.000","28.400","0.830","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.300",""
"C0E830","2019-07-30 00:00:00","37.000","291.000","1.300","29.300","0.850","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.300",""
"C0R420","2019-07-30 00:00:00","504.000","71.000","1.900","22.600","-99.000","950.600","-99.000","46.500","-99.000","-99.000","-99.000","25.300","","21.400",""
